second,count,habit,mean_volume_cm3_s,conc,dNdd,bin_mid,LWC,IWC,w,pres,alt,temp,pass_n
2022-07-30 16:51:13,1.0,CP,8209.589786999999,0.0001218087658391,1.2180876583913048e-05,320.0,0.0,0.0,-0.1465,483.49713,6161.4136,265.0731,3
2022-07-30 16:55:31,1.0,CP,8101.268784,0.0001234374548805,1.234374548805243e-05,380.0,0.0,0.015605945,0.34549996,503.3205,5846.488,267.7282,4
2022-07-30 16:55:32,1.0,Co,8897.6978055,0.0001123886225245,1.1238862252456614e-05,320.0,0.092836104,0.016201405,0.763,503.5502,5844.3657,267.4364,4
2022-07-30 16:55:35,1.0,CP,7051.534181999999,0.0001418131110464,1.418131110464778e-05,450.0,0.02019373,0.0,-0.9095,503.61404,5844.3955,267.5567,4
2022-07-30 16:55:40,1.0,Co,1768.996778004928,0.0005652921545328,5.652921545328073e-05,330.0,0.8813621,0.0,0.46450004,503.2577,5849.0654,266.57886,4
2022-07-30 16:55:47,1.0,WD,2354.1079758514425,0.0004247893513203,4.247893513203515e-05,410.0,0.79401946,0.0,-0.24999997,502.9333,5851.4927,265.866,4
2022-07-30 16:55:50,1.0,WD,2421.527827068143,0.0004129624234839,4.129624234839981e-05,320.0,0.41323492,0.0,-2.5830002,503.3329,5851.731,266.06454,4
2022-07-30 16:55:51,1.0,WD,6622.566025386963,0.0001509988720635,1.5099887206357736e-05,320.0,0.162125,0.0,-2.595,503.303,5850.8003,266.22394,4
2022-07-30 17:00:11,1.0,CP,2499.8122325975187,0.0004000300450409,4.000300450409887e-05,310.0,1.0619893,0.0,4.7645006,503.28857,5851.218,265.96463,5
2022-07-30 17:00:12,1.0,CP,2330.363146332072,0.0004291176684517,4.291176684517916e-05,320.0,1.2514848,0.0,4.7645006,503.28857,5851.218,265.96463,5
2022-07-30 17:00:14,1.0,CP,1880.707283002464,0.0005317148548515,5.3171485485159896e-05,370.0,0.9710626,0.0,3.2310002,503.47293,5850.613,265.6659,5
2022-07-30 17:00:20,0.8812392426850258,CP,2744.3009209809607,0.0003211161122848,3.211161122848086e-05,310.0,0.5409156,0.0,-2.4025002,503.0713,5854.5312,266.0165,5
2022-07-30 17:00:20,0.1187607573149741,HPC,2744.3009209809607,4.32754135696324e-05,4.32754135696324e-06,310.0,0.5409156,0.0,-2.4025002,503.0713,5854.5312,266.0165,5
2022-07-30 17:00:20,1.0,CP,1691.2400626091749,0.000591282114295,5.9128211429502304e-05,630.0,0.71885103,0.0,-1.1085001,502.98477,5852.7163,265.8215,5
2022-07-30 17:00:27,1.0,CP,6714.370074892705,0.0001489342989507,1.4893429895074408e-05,320.0,0.37516436,0.0013651316,2.641,503.31433,5851.0576,266.61975,5
2022-07-30 17:00:27,1.0,CP,6281.184908770596,0.0001592056299128,1.5920562991286433e-05,340.0,0.37047577,0.008070657,2.641,503.31433,5851.0576,266.61975,5
2022-07-30 17:00:27,1.0,CP,5920.197270335503,0.0001689132902734,1.6891329027340487e-05,380.0,0.37116468,0.0051718224,2.641,503.31433,5851.0576,266.61975,5
2022-07-30 17:00:27,0.8812392426850258,CP,5920.197270335503,0.0001488530199999,1.4885301999997124e-05,400.0,0.37116468,0.0051718224,2.641,503.31433,5851.0576,266.61975,5
